Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:28:54 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

170,5	-21,012122112	0,00610501	0,045177	-1185,2299407	-1,04536677437
171	-21,2729342	0,00610501	0,025641	-1199,26371087	-1,03313390439
171,5	-21,599483761	0,00610501	0,032967	-1216,79961262	-1,01824490011
172	-21,925498871	0,00610501	0,015873	-1234,26738642	-1,00383435034
172,5	-22,317251454	0,00610501	0,019536	-1255,20444032	-0,98709019838
173	-22,578063542	0,00610501	0,028083	-1269,11095642	-0,976273976468
173,5	-22,904613103	0,00610501	0,020757	-1286,48548967	-0,963088981533
174	-23,100222169	0,00610501	0,031746	-1296,8731706	-0,95537484165
174,5	-23,361034257	0,00610501	0,041514	-1310,69987755	-0,945296494817
175	-23,948395906	0,00610501	0,040293	-1341,7384117	-0,923428880915
175,5	-24,209742445	0,00610501	0,0610501	-1355,50387181	-0,9140512438
176	-24,470554533	0,00610501	0,047619	-1369,21306579	-0,904899340327
176,5	-24,731901072	0,00610501	0,039072	-1382,92189354	-0,895929123536
177	-25,253525248	0,00610501	0,042735	-1410,19717269	-0,878600541823
177,5	-25,514871787	0,00610501	0,020757	-1423,81894875	-0,87019490862
178	-25,775683875	0,00610501	0,025641	-1437,38333552	-0,861983000207
178,5	-26,037030414	0,00610501	0,030525	-1450,94564243	-0,853925856192
179	-26,55865459	0,00488401	0,026862	-1477,92425077	-0,838337959033
179,5	-26,885204151	0,00610501	0,040293	-1494,75131857	-0,828900422839
180	-27,080813217	0,00610501	0,0573871	-1504,80781677	-0,823360954262
180,5	-27,407362778	0,00610501	0,0976801	-1521,5569855	-0,814297467535
181	-27,668174866	0,00610501	0,196581	-1534,8989151	-0,807219281874
181,5	-28,190333493	0,00610501	0,302808	-1561,51426087	-0,793460572888
182	-28,451145581	0,00610501	0,39072	-1574,75988352	-0,786786616146
182,5	-28,71249212	0,00488401	0,45177	-1587,99991779	-0,780226740643
183	-28,973304208	0,00610501	0,473748	-1601,17993795	-0,773804349302
183,5	-29,560665857	0,00610501	0,499389	-1630,74008136	-0,759777731693
184	-29,756274923	0,00732601	0,504274	-1640,54660955	-0,75523608582
184,5	-30,082824484	0,015873	0,503053	-1656,87495487	-0,747793305919
185	-30,27843355	0,0561661	0,520147	-1666,63018621	-0,7434162721
185,5	-30,604983111	0,0879121	0,506716	-1682,87221953	-0,736241281793
186	-31,126607287	0,118437	0,482295	-1708,70332214	-0,725111248948
186,5	-31,387953826	0,161172	0,468864	-1721,59221938	-0,719682620573
187	-31,583562892	0,189255	0,413919	-1731,21570092	-0,715682048945
187,5	-31,910112453	0,234432	0,380952	-1747,23611475	-0,709119957825
188	-32,431736629	0,26862	0,349206	-1772,70887233	-0,698930331619
188,5	-32,75828619	0,310134	0,258852	-1788,58079709	-0,692728000893
189	-32,953895256	0,343101	0,21978	-1798,06057443	-0,689075783997
189,5	-33,280444817	0,365079	0,155067	-1813,83935349	-0,683081441371
190	-33,671662949	0,384615	0,10989	-1832,66527891	-0,676064535219
190,5	-34,063415532	0,399267	0,0940171	-1851,4313047	-0,669211975001
